"Title","Year","IMDb","Rotten.Tomatoes","Runtime"
"The Romantics",2010,5.1,0.14,95
"Sparkle",2007,6,0.78,116
"Happy Hour",2003,6.3,0.38,95
"Jinn",2014,4.2,0.18,97
"Death By China",2012,5.3,0.33,78
"I Do",2013,6.5,0.18,79
"Sweaty Betty",2015,5.3,0.88,94
"An Unlikely Weapon",2009,7.9,0.79,85
"Mr. Toilet: The World's #2 Man",2019,7.2,0.86,87
"Back in the Day",2014,5,0.11,94
"Virginia",2010,5.4,0.11,88
"Outlaws",2018,5.4,0.3,123
"Who's Camus Anyway?",2005,6.9,0.86,115
"The Babymakers",2012,4.9,0.08,95
"The Big Ask",2014,4.8,0.55,91
"Off White Lies",2011,6.7,0.43,86
"Wild Horses",2015,4.8,0.17,100
"Show Dogs",2018,3.7,0.16,92
"Sex and Breakfast",2007,4.8,0.09,81
"St George's Day",2012,5.2,0.18,109
"The Escape of Prisoner 614",2018,4.6,0.2,97
"Kidnapping",2009,7.7,0.8,92
"Race You to the Bottom",2005,5.1,0.54,73
"Bad Seed",2000,5.5,0.2,86
"Desert Riders",2012,6.8,0.86,78
"Under the Bed",2012,4.6,0.4,87
"Men Of The Cloth",2014,8.2,0.6,96
"Ash Wednesday",2002,5.9,0.1,99
"Cook-Off!",2007,4.1,0.14,98
"Leaving Home, Coming Home: A Portrait of Robert Frank",2019,5.8,0.9,85
"Live Cargo",2016,4.6,0.36,88
"Formosa Betrayed",2010,6.1,0.34,103
"Love Hurts",2009,5.6,0.29,127
"The Other Side of the Ice",2013,5.6,0.5,75
"The Killer Shrews",1959,4,0.5,69
"Bharat",2019,5.3,0.29,150
"Saturday the 14th",1981,4.7,0.1,75
"Last Summer in the Hamptons",1995,5.6,0.64,108
"Benji: Off the Leash!",2004,5,0.33,97
"The Haunting of Sharon Tate",2019,2.8,0.19,94
"Tio Papi",2013,6.1,0.29,87
"Pajama Party",1964,4.9,0.33,82
"Mars at Sunrise",2014,7.5,0.33,75
"Ruby",1977,4.6,0.67,85
"Surf Nazis Must Die",1987,3.7,0.2,83
"The People I've Slept With",2009,4.8,0.27,89
"Sex, Death and Bowling",2015,5.3,0.17,92
"In My Sleep",2010,5.5,0.13,104
"Noelle",2007,5.9,0.57,100
"Beneath",2013,3.7,0.33,90
"Accidental Love",2015,4.1,0.09,100
"The Big Squeeze",1996,5.1,0.43,98
"Between Love & Goodbye",2009,5.7,0.33,97
"Just Getting Started",2017,4.4,0.04,91
"The Curse of Sleeping Beauty",2016,4.2,0.15,89
"Northern Borders",2015,6.1,0.4,108
"Disappearances",2007,4.9,0.5,118
"MVP: Most Valuable Primate",2000,4.1,0.2,93
"The Sound and the Fury",2015,4.8,0.22,101
"Our People Will Be Healed",2017,4.5,1,97
"Crave",2013,5.3,0.31,113
"Custer of the West",1967,5.8,0.25,140
"8 Murders a Day",2011,4.9,0.57,90
"The L.A. Riot Spectacular",2005,4.9,0.38,80
"Mark Of The Witch",2014,2.6,0.43,84
"The Hooligan Factory",2014,4.8,0.33,90
"Allah Made Me Funny",2008,5.6,0.54,83
"The Reconstruction of William Zero",2015,5.4,0.29,98
"The Jimmy Show",2002,5.2,0.4,96
"8 Minutes Idle",2012,5.4,0.38,86
"20 Weeks",2018,5,0.6,90
"The Congressman",2016,6.3,0.33,98
"Scared to Death",1947,4,0.63,92
"Da Sweet Blood of Jesus",2014,4.1,0.47,123
"Copperhead",2013,5.5,0.21,120
"Holy Water",2009,5.9,0.07,94
"Wetlands",2017,4.3,0.4,109
"Naples '44",2016,6.8,0.63,80
"Noor",2017,4,0.57,
"Antisocial",2013,4.5,0.14,116
"Hospitality",2018,4.6,0.2,80
"Innocence",2014,4.6,0.19,110
"Ghost Fleet",2018,7.1,0.64,90
"Teenagers from Outer Space",1959,3.8,0.4,86
"Jack and Jill vs. the World",2008,5.5,0.25,90
"BookWars",2000,7.2,0.8,79
"He's Way More Famous Than You",2013,3.7,0.4,96
"Spark: A Space Tail",2017,4.5,0.14,91
"Quitters",2015,5.4,0.44,95
"Art Is... The Permanent Revolution",2012,6.3,1,82
"Tony n' Tina's Wedding",2004,3.9,0.25,110
"Silent Night, Deadly Night Part 2",1987,3.7,0.14,88
"Like a Bat Outta Hell",2013,4,0.81,92
"Queen of the Lot",2013,5.3,0.31,120
"The Song Keepers",2017,7.9,0.8,84
"The 'Human' Factor",1975,5.8,0.43,95
"Cat-Women of the Moon",1953,3.9,0.33,64
"6 Ways to Die",2015,4,0.4,103
"Awful Nice",2013,4.9,0.22,92
"Esther and the King",1960,5.5,0.4,109
"Blood Hunters",2016,4.2,0.4,70
"The Final Project",2016,2.8,0.33,82
"State Like Sleep",2019,4.3,0.38,104
"The Magic Sword",1962,4.6,0.29,80
"Granito: How to Nail a Dictator",2011,7.1,0.4,82
"The Maid's Room",2014,4.5,0.25,98
"Loitering with Intent",2014,4.5,0.33,80
"India: Kingdom of the Tiger",2002,6.2,0.8,42
"New Year's Evil",1980,4.8,0.14,85
"Anonymous",2004,4.7,0.2,130
"Citizen Duane",2006,5.1,0.33,90
"Someday This Pain Will Be Useful to You",2011,5.8,0.09,95
"Shirin in Love",2014,5,0.21,104
"The Family Tree",2011,5.4,0.1,87
"My Lucky Star",2013,5.1,0.5,114
"The Amazing Transparent Man",1960,4,0.4,58
"Hide Away",2012,5.7,0.42,88
"Rosebud",1975,5.1,0.33,126
"Helena from the Wedding",2010,4.5,0.5,89
"Diving",2017,5.7,0.4,102
"The Great War",2020,3.6,0.17,108
"Miss Conception",2008,4.6,0.08,104
"Salt and Fire",2016,4.2,0.32,98
"Act of God",2009,5.2,0.65,100
"Bringing Up Bobby",2011,5.1,0.17,93
"Best Friends Forever",2013,5,0.5,24
"This Thing of Ours",2005,5.1,0.4,100
"BloodRayne",2005,2.9,0.04,95
"Guy X",2005,5.1,0.42,101
"Is That You?",2014,6.6,0.38,81
"Seeing Other People",2004,5.8,0.39,90
"The Big Brass Ring",1999,5.3,0.57,104
"The Tenants",2006,5.2,0.32,93
"Absence",2013,4.1,0.22,84
"Caroline?",1990,7.3,0.67,100
"The Boogey Man",1980,4.6,0.17,82
"Final Exam",1981,4.7,0.13,89
"A Violent Life",2017,6,0.6,107
"Beast of Burden",2018,3.6,0.25,89
"Nightlight",2015,4.4,0.14,85
"Gold Star",2016,5.6,0.86,90
"Blood & Oil",2019,5.1,0.53,42
"A Bloody Aria",2006,6.5,0.42,115
"Tubelight",2017,4,0.21,136
"Destiny Turns on the Radio",1995,4.5,0.17,102
"Keys to Tulsa",1997,5.1,0.1,113
"Teen Wolf Too",1987,3.4,0.07,95
"Ultrasuede: In Search of Halston",2011,5.3,0.33,85
"Violets Are Blue",1986,5.9,0.57,88
"Ass Backwards",2013,4.2,0.26,85
"Affluenza",2014,4.7,0.2,85
"Murders in the Rue Morgue",1971,5.2,0.2,61
"The Corpse Grinders",1971,4,0.17,72
"Amnesiac",2015,4.3,0.27,90
"The Klansman",1974,5.2,0.25,112
"Born to Win",1971,5.5,0.29,88
"Hackney's Finest",2014,4.6,0.4,90
"The Happy House",2013,4.4,0.6,81
"I Am Here",2014,5,0.13,97
"A Long Way From Home",2013,5.4,0.33,80
"Lucky Stiff",2014,5.3,0.4,82
"The Beat Hotel",2012,6.5,0.38,88
"Pilgrim Song",2012,7.4,0.2,116
"After the Fall",2014,5.1,0.33,90
"Bride of the Gorilla",1951,4.4,0.4,70
"Someone Else",2006,5.7,0.5,78
"Love Is Thicker Than Water",2017,5.7,0.43,105
"Death and Texas",2004,5.9,0.75,77
"Big Muddy",2014,4.9,0.57,
"Passion Play",2011,4.6,0.03,94
"Bowery at Midnight",1942,5.3,0.4,61
"I Am I",2013,5.7,0.3,87
"All's Faire in Love",2009,5,0.07,104
"ClownTown",2016,3.8,0.09,86
"When Harry Tries to Marry",2011,4.6,0.13,93
"The Incredible Melting Man",1977,4.2,0.07,84
"The Domino Principle",1977,5.7,0.2,100
"Lift",2001,6.1,0.44,95
"Electric Slide",2014,4.7,0.14,95
"Dangerously Close",1986,5.5,0.1,95
"Rio, I Love You",2014,5.2,0.08,110
"Endgame",2015,5.3,0.5,60
"No Manches Frida 2",2019,4,0.13,102
"Died Young, Stayed Pretty",2008,7.4,0.63,95
"The Strongest Man",2015,6.2,0.22,99
"Dinotasia",2012,5.6,0.25,83
"Radioman",2012,6.9,0.67,75
"Standing Ovation",2010,3.2,0.06,105
"Fits and Starts",2017,5.9,0.63,80
"Wannabes",2000,5.7,0.19,110
"Durant's Never Closes",2016,5.5,0.17,80
"Friended to Death",2013,4.9,0.42,94
"Top Cat Begins",2015,4.2,0.17,89
"Laugh Killer Laugh",2015,4.9,0.33,100
"Drive Hard",2014,4.3,0.08,92
"Santa Claus Conquers the Martians",1964,2.7,0.23,81
"Base",2017,4.8,0.67,83
"2 Jacks",2012,4.8,0.33,90
"The Tightrope",2012,7.2,0.57,91
"Bailey's Billion$",2005,3.9,0.2,90
"Hard Boiled Sweets",2012,4.7,0.22,84
"Mega Shark vs. Giant Octopus",2009,2.5,0.18,88
"Lake City",2008,5.9,0.12,93
"Super Sucker",2002,4.4,0.29,93
"La Cucaracha",1998,6,0.67,97
"Konga",1961,4.4,0.38,90
"Race 3",2018,2,0.09,160
"Tortoise in Love",2012,5.4,0.45,84
"High Voltage",2018,3.6,0.33,96
"Dana Carvey: Squatting Monkeys Tell No Lies",2008,7.2,0.2,56
"Savva. Heart of the Warrior",2015,4.4,0.2,85
"Jail Bait",1954,3.5,0.29,71
"Kansas",1988,5.5,0.2,108
"Don't Swallow My Heart, Alligator Girl",2017,5.7,0.2,106
"Julie Walking Home",2002,6.4,0.43,118
"Off Label",2013,5.2,0.5,80
"StalkHer",2015,4.8,0.33,90
"A Night In the Woods",2011,3.7,0.43,82
"Rent-a-Cop",1987,4.6,0.15,96
"Songs for Amy",2012,6.3,0.17,104
"Raabta",2017,4.1,0.13,147
"Dark House",2014,4.8,0.09,102
"One Fall",2016,5.2,0.1,90
"Intruder",2016,3.3,0.23,102
"Search and Destroy",1995,5.4,0.33,90
"The Offering",2016,3.8,0.08,95
"Maladies",2013,5.2,0.05,96
"Jake Squared",2014,4.6,0.22,100
"I Was a Teenage Zombie",1987,4.6,0.2,90
"The Possession Experiment",2016,3.5,0.2,84
"Kettle of Fish",2006,5.1,0.18,97
"Drones",2013,4.4,0.33,102
"The Giant Gila Monster",1959,3.6,0.22,74
"Irene in Time",2009,4.7,0.29,95
"Who Needs Enemies",2013,5.5,0.2,91
"Spinning Into Butter",2007,4.3,0.16,86
"The Ape",1940,4.6,0.4,100
"Spirit Trap",2005,4.4,0.2,91
"Family Life",2017,6.2,0.6,108
"It's So Easy and Other Lies",2016,5.9,0.25,84
"Birdemic: Shock and Terror",2010,1.8,0.19,105
"The Gay Bed and Breakfast of Terror",2007,3.5,0.17,110
"Rufus",2013,6.2,0.17,42
"Tortilla Heaven",2008,5.3,0.25,98
"Cherry Tree",2015,4.3,0.08,85
"Red Light Revolution",2010,6.4,0.33,91
"That's What She Said",2012,3.9,0.08,84
"Club Life",2015,4.8,0.2,87
"Lost for Words",2013,3.2,0.33,107
"Sal",2013,4.8,0.44,103
"Young Yakuza",2007,6.4,0.3,90
"The Silent Storm",2014,5.1,0.28,102
"Howling III",1987,3.4,0.17,94
"The Amityville Curse",1990,2.9,0.17,91
"Great Great Great",2017,4.8,0.71,80
"Off Jackson Avenue",2008,6.8,0.59,80
"Bela Lugosi Meets a Brooklyn Gorilla",1952,3.7,0.29,74
"Growing Up and Other Lies",2014,4.7,0.08,90
"Shopping for Fangs",1997,5.8,0.5,90
"Beyond Words",2018,5.9,0.43,85
"Abigail Harm",2013,6.6,0.44,80
"Dark Obsession",1989,4.8,0.36,100
"Three Stars",2012,6.3,0.3,90
"Frank the Bastard",2015,4.8,0.11,111
"Clowntergeist",2017,2.9,0.17,80
"True Crime: Safe House",2012,5.8,0.52,80
"Hello Carter",2013,5.6,0.29,80
"Ripple Effect",2007,5,0.29,87
"Harrigan",2013,5,0.14,97
"The Trade",2017,5.9,0.4,60
"The M Word",2014,6.1,0.38,117
"5 Weddings",2018,3.5,0.17,90
"Ultrasonic",2012,5.5,0.13,90
"Group",2002,6.2,0.57,
"The Incomparable Rose Hartman",2016,6.3,0.75,71
"13th Child",2002,2.9,0.4,99
"Jesse James Meets Frankenstein's Daughter",1966,3.2,0.14,88
"Reunion",2009,4.4,0.19,60
"Age of the Dragons",2011,3.4,0.09,91
"31 North 62 East",2009,4.1,0.08,105
"Just 45 Minutes from Broadway",2012,5,0.1,112
"Skull World",2013,7.3,0.4,100
"Mega Piranha",2010,2.4,0.08,92
"Splintered",2010,4,0.25,85
"The Winner",1996,4.8,0.17,92
"Tomorrow You're Gone",2012,3.7,0.07,93
"Camera Obscura",2000,4.2,0.43,95
"The Moment",2013,5.1,0.11,90
"Reverb",2007,3.9,0.09,88
"Raising Flagg",2006,5.4,0.23,103
"Brush with Danger",2014,3.3,0.2,90
"Motherland",2011,4.5,0.5,30
"God, Sex & Apple Pie",1998,4.3,0.17,97
"Misfortune",2016,4.3,0.2,100
"The Mystical Laws",2012,4.6,0.2,119
"Looking for Palladin",2008,5.5,0.22,115
"Northeast",2012,5.7,0.2,104
"Fish Without a Bicycle",2003,3.8,0.1,97
"You Don't Need Feet to Dance",2013,5.4,0.5,88
"The Man On Her Mind",2014,4.7,0.13,97
"Double Trouble",2012,4,0.14,30
"Freestyle",2010,2.8,0.22,94
"Star Wars: A New Hope",1977,8.6,0.92,121
"Star Wars: The Empire Strikes Back",1980,8.7,0.94,124
"The Lion King",1994,8.5,0.93,118
"Toy Story",1995,8.3,1,81
"Avengers: Endgame",2019,8.4,0.93,181
"WALL·E",2008,8.4,0.95,98
"Up",2009,8.2,0.98,96
"Guardians of the Galaxy",2014,8,0.91,121
"Finding Nemo",2003,8.1,0.99,100
"Coco",2017,8.4,0.97,105
"Toy Story 3",2010,8.3,0.98,103
"Monsters, Inc.",2001,8,0.96,92
"Star Wars: Return of the Jedi",1983,8.3,0.82,131
"Zootopia",2016,8,0.98,108
"Star Wars: The Force Awakens",2015,7.9,0.93,138
"Captain America: Civil War",2016,7.8,0.91,147
"Thor: Ragnarok",2017,7.9,0.93,130
"The Princess Bride",1987,8.1,0.97,98
"Ratatouille",2007,8,0.96,111
"Captain America: The Winter Soldier",2014,7.7,0.9,136
"Aladdin",1992,8,0.95,128
"Toy Story 2",1999,7.9,1,92
"The Incredibles",2004,8,0.97,115
"Pirates of the Caribbean: The Curse of the Black Pearl",2003,8,0.79,143
"Avatar",2009,7.8,0.82,23
"Big Hero 6",2014,7.8,0.89,102
"Doctor Strange",2016,7.5,0.89,115
"Guardians of the Galaxy Vol. 2",2017,7.6,0.85,136
"Rogue One: A Star Wars Story",2016,7.8,0.84,133
"Toy Story 4",2019,7.8,0.97,100
"Moana",2016,7.6,0.95,107
"Frozen",2013,7.4,0.9,102
"The Nightmare Before Christmas",1993,8,0.95,76
"Black Panther",2018,7.3,0.97,134
"Tangled",2010,7.7,0.89,100
"Wreck-It Ralph",2012,7.7,0.87,101
"Ant-Man",2015,7.3,0.83,117
"Onward",2020,7.5,0.88,102
"Avengers: Age of Ultron",2015,7.3,0.75,141
"Mary Poppins",1964,7.8,1,139
"Finding Dory",2016,7.3,0.94,97
"Who Framed Roger Rabbit",1988,7.7,0.97,104
"Mulan",1998,7.6,0.86,115
"Iron Man 3",2013,7.2,0.79,130
"The Sound of Music",1965,8,0.83,172
"Ice Age",2002,7.5,0.77,81
"Cars",2006,7.1,0.75,117
"Snow White and the Seven Dwarfs",1937,7.6,0.98,83
"Monsters University",2013,7.3,0.8,104
"Frozen II",2019,6.9,0.77,103
"Togo",2019,8.1,0.91,113
"A Bug's Life",1998,7.2,0.92,95
"The Jungle Book",1967,7.6,0.87,106
"Remember the Titans",2000,7.8,0.73,113
"Brave",2012,7.1,0.78,93
"The Simpsons Movie",2007,7.3,0.88,87
"Fantasia",1940,7.8,0.94,125
"The Emperor's New Groove",2000,7.3,0.85,78
"The Straight Story",1999,8,0.95,112
"One Hundred and One Dalmatians",1961,7.2,0.98,79
"Lady and the Tramp",1955,7.3,0.93,103
"Pinocchio",1940,7.4,1,120
"Thor: The Dark World",2013,6.9,0.66,112
"Star Wars: The Last Jedi",2017,7,0.9,152
"Lilo & Stitch",2002,7.2,0.86,85
"Star Wars: The Rise of Skywalker",2019,6.7,0.52,142
"Pirates of the Caribbean: Dead Man's Chest",2006,7.3,0.53,151
"Bambi",1942,7.3,0.9,70
"Captain Marvel",2019,6.9,0.78,123
"Alice in Wonderland",1951,7.4,0.81,108
"Peter Pan",1953,7.3,0.8,113
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,6.9,0.76,143
"Miracle on 34th Street",1947,7.9,0.96,96
"Pirates of the Caribbean: At World's End",2007,7.1,0.44,169
"The Many Adventures of Winnie the Pooh",1977,7.6,1,74
"Star Wars: Episode II - Attack of the Clones",2002,6.5,0.65,142
"The Muppet Movie",1979,7.6,0.88,95
"Mickey's Christmas Carol",1983,8,1,26
"Star Wars: Episode I - The Phantom Menace",1999,6.5,0.53,136
"Cool Runnings",1993,7,0.76,98
"The Parent Trap",1998,6.5,0.86,128
"The Muppet Christmas Carol",1992,7.7,0.75,85
"Treasure Planet",2002,7.2,0.69,95
"The Fox and the Hound",1981,7.3,0.7,83
"Holes",2003,7,0.78,117
"Pete's Dragon",2016,6.7,0.88,102
"The Good Dinosaur",2015,6.7,0.76,93
"Frankenweenie",2012,6.9,0.87,87
"Tron",1982,6.8,0.74,125
"Winnie the Pooh",2011,7.2,0.91,104
"TRON: Legacy",2010,6.8,0.51,125
"The Sword in the Stone",1963,7.2,0.67,79
"The Aristocats",1970,7.1,0.66,78
"Cars 3",2017,6.7,0.7,102
"Queen of Katwe",2016,7.4,0.93,124
"Homeward Bound: The Incredible Journey",1993,6.9,0.87,84
"Maleficent: Mistress of Evil",2019,6.6,0.4,119
"Before the Flood",2016,8.3,0.74,96
"The Chronicles of Narnia: Prince Caspian",2008,6.5,0.66,150
"The Great Mouse Detective",1986,7.2,0.79,74
"Flight of the Navigator",1986,6.9,0.83,90
"James and the Giant Peach",1996,6.7,0.91,79
"Willow",1988,7.3,0.5,126
"Meet the Robinsons",2007,6.8,0.67,95
"Fantasia 2000",1999,7.2,0.81,75
"Tinker Bell",2008,6.8,1,78
"The Rescuers",1977,6.9,0.8,78
"Eight Below",2006,7.3,0.72,120
"Invincible",2006,7.1,0.72,137
"Sister Act",1992,6.4,0.73,100
"John Carter",2012,6.6,0.52,132
"Freaky Friday",2003,6.1,0.88,97
"The Santa Clause",1994,6.5,0.71,97
"Descendants",2015,6.4,0.9,112
"Old Yeller",1957,7.3,1,83
"Honey, I Shrunk the Kids",1989,6.3,0.75,93
"Phineas and Ferb the Movie: Across the 2nd Dimension",2011,7.4,1,78
"Pirates of the Caribbean: On Stranger Tides",2011,6.6,0.33,137
"The BFG",2016,6.4,0.75,117
"The Princess Diaries",2001,6.3,0.48,111
"National Treasure: Book of Secrets",2007,6.5,0.36,124
"The Finest Hours",2016,6.8,0.64,117
"DuckTales: The Movie - Treasure of the Lost Lamp",1990,6.9,0.88,74
"A Goofy Movie",1995,6.8,0.59,78
"The Greatest Game Ever Played",2005,7.4,0.63,120
"The Lion King 1½",2004,6.5,0.78,77
"The Lion King II: Simba's Pride",1998,6.5,0.62,81
"The Adventures of Ichabod and Mr. Toad",1949,7,0.93,68
"Tinker Bell and the Lost Treasure",2009,6.7,1,81
"Bedknobs and Broomsticks",1971,7.1,0.65,117
"Hocus Pocus",1993,6.9,0.34,96
"Secretariat",2010,7.2,0.63,123
"Darby O'Gill and the Little People",1959,7.2,1,93
"Muppet Treasure Island",1996,7,0.73,99
"The Rescuers Down Under",1990,6.9,0.69,77
"The Rocketeer",1991,6.5,0.65,108
"High School Musical",2006,5.4,0.63,98
"Atlantis: The Lost Empire",2001,6.9,0.49,95
"The Great Muppet Caper",1981,7.2,0.76,97
"Teen Beach Movie",2013,5.9,0.86,110
"Journey to the Center of the Earth",1959,7,0.86,93
"Pollyanna",1960,7.4,0.86,134
"High School Musical 2",2007,5,0.82,104
"Halloweentown",1998,6.8,0.8,84
"Brother Bear",2003,6.8,0.37,85
"Millions",2004,6.9,0.88,98
"Muppets Most Wanted",2014,6.4,0.8,107
"The Journey of Natty Gann",1985,7.1,1,101
"Secret of the Wings",2012,7.1,0.6,75
"Cars 2",2011,6.1,0.39,106
"Tinker Bell and the Great Fairy Rescue",2010,6.9,0.78,76
"Descendants 2",2017,6.5,0.67,111
"Adventures in Babysitting",2016,6,1,102
"Dinosaur",2000,6.5,0.64,82
"Dumbo",2019,6.3,0.47,112
"The Color of Friendship",2000,7.2,1,87
"Oliver & Company",1988,6.7,0.51,74
"Monkey Kingdom",2015,7.3,0.93,81
"Davy Crockett, King of the Wild Frontier",1955,7,1,93
"The Three Caballeros",1944,6.5,0.82,104
"That Darn Cat!",1965,6.8,0.94,116
"African Cats",2011,7.6,0.73,89
"Newsies",1992,7,0.39,121
"3 Men and a Baby",1987,6,0.75,102
"Tuck Everlasting",2002,6.6,0.6,90
"The Incredible Journey",1963,7.1,0.89,80
"The Love Bug",1968,6.5,0.76,108
"High School Musical 3: Senior Year",2008,4.8,0.64,112
"Return to Oz",1985,6.7,0.52,113
"Blackbeard's Ghost",1968,6.9,0.82,106
"Chimpanzee",2012,7.2,0.76,78
"The Absent-Minded Professor",1961,6.8,0.83,92
"Camp Rock",2008,5.2,0.45,94
"Penguins",2019,7,0.92,76
"Pooh's Heffalump Movie",2005,6.4,0.8,68
"Turner & Hooch",1989,6.2,0.52,97
"Princess Protection Program",2009,5.6,0.6,90
"Science Fair",2018,7.4,0.97,90
"Greyfriars Bobby: The True Story of a Dog",1961,7.3,1,87
"Diary of a Wimpy Kid",2010,6.2,0.53,120
"The Odd Life of Timothy Green",2012,6.6,0.35,105
"Splash",1984,6.2,0.9,111
"The Princess Diaries 2: Royal Engagement",2004,5.8,0.26,113
"The Black Cauldron",1985,6.4,0.55,80
"The Game Plan",2007,6.1,0.28,110
"Cinderella III: A Twist in Time",2007,5.9,0.75,74
"Waking Sleeping Beauty",2009,7.6,0.71,86
"The Tigger Movie",2000,6.3,0.62,77
"Escape to Witch Mountain",1975,6.4,0.76,97
"Timmy Failure: Mistakes Were Made",2020,6.1,0.88,99
"101 Dalmatians",1996,5.7,0.42,103
"The Last Song",2010,6,0.21,107
"George of the Jungle",1997,5.5,0.57,92
"Frank and Ollie",1995,7.8,0.88,89
"The Santa Clause 2",2002,5.6,0.56,104
"Heavyweights",1995,6.6,0.29,100
"Ice Princess",2005,6,0.52,98
"Bedtime Stories",2008,6,0.26,99
"Cheaper by the Dozen",2003,5.9,0.24,98
"An Extremely Goofy Movie",2000,6.4,0.63,79
"Twitches",2005,5.7,0.6,86
"Iron Will",1994,6.6,0.62,108
"Aladdin and the King of Thieves",1996,6.4,0.33,81
"Piglet's Big Movie",2003,6.1,0.7,75
"Because of Winn-Dixie",2005,6.3,0.55,106
"Fun and Fancy Free",1947,6.6,0.67,73
"Mickey's Once Upon a Christmas",1999,7.2,0.4,66
"Deep Blue",2003,7.4,0.67,105
"Red Tails",2012,5.9,0.4,125
"Lilo & Stitch 2: Stitch Has a Glitch",2005,6.3,0.4,68
"Ruby Bridges",1998,7.2,0.83,96
"Doctor Dolittle",1998,5.4,0.42,85
"Brother Bear 2",2006,6.2,0.5,74
"Camp Rock 2: The Final Jam",2010,5.2,0.63,97
"Recess: School's Out",2001,6.6,0.6,82
"The Adventures of Huck Finn",1993,6.2,0.73,108
"The Crimson Wing: Mystery of the Flamingos",2008,7.3,0.75,78
"Big Business",1988,6.4,0.44,97
"Melody Time",1948,6.4,0.8,75
"Bambi II",2006,6.1,0.5,75
"The Cheetah Girls",2003,4.8,0.71,100
"Hannah Montana: The Movie",2009,4.5,0.44,102
"Herbie Rides Again",1974,5.7,0.8,88
"Descendants 3",2019,6.7,0.78,106
"Olaf's Frozen Adventure",2017,5.5,0.57,22
"The Apple Dumpling Gang",1975,6.5,0.56,100
"101 Dalmatians II: Patch's London Adventure",2003,5.8,0.67,74
"Saludos Amigos",1942,6.2,0.83,42
"Mighty Joe Young",1998,5.6,0.55,114
"Thumbelina",1994,6.3,0.3,86
"The Lizzie McGuire Movie",2003,5.5,0.41,94
"The Cat from Outer Space",1978,6.1,0.67,104
"Rookie of the Year",1993,6,0.35,103
"Sister Act 2: Back in the Habit",1993,5.6,0.07,107
"Homeward Bound II: Lost in San Francisco",1996,5.9,0.53,88
"Jump In!",2007,5.3,0.63,85
"Roving Mars",2006,7.2,0.7,40
"The Black Hole",1979,6,0.4,98
"Lady and the Tramp II: Scamp's Adventure",2001,5.9,0.45,69
"Around the World in 80 Days",2004,5.9,0.32,120
"Flubber",1997,5.3,0.24,93
"The Return of Jafar",1994,5.9,0.33,69
"Aliens of the Deep",2005,6.4,0.84,100
"Mickey, Donald, Goofy: The Three Musketeers",2004,6.4,0.36,68
"The Little Mermaid: Ariel's Beginning",2008,6.3,0.33,77
"The Cheetah Girls 2: When in Spain",2006,5,0.43,96
"Pooh's Grand Adventure: The Search for Christopher Robin",1997,7.1,0.33,76
"Jack",1996,5.8,0.18,122
"Stargirl",2020,6.2,0.71,45
"Return to Never Land",2002,5.8,0.45,72
"The Shaggy Dog",1959,6.5,0.68,104
"Herbie Goes to Monte Carlo",1977,5.7,0.6,105
"Home on the Range",2004,5.3,0.53,76
"The Little Mermaid II: Return to the Sea",2000,5.6,0.33,75
"The Cheetah Girls: One World",2008,4.7,0.67,90
"Leroy & Stitch",2006,6.2,0.4,73
"Herbie Fully Loaded",2005,4.8,0.41,101
"A Wrinkle in Time",2018,4.2,0.42,109
"Benji the Hunted",1987,6.3,0.5,88
"Recess: Taking the Fifth Grade",2003,6.8,0.67,62
"The Even Stevens Movie",2003,6.2,0.4,93
"Marvel Rising: Secret Warriors",2018,5.2,1,80
"Mars Needs Moms",2011,5.4,0.37,88
"Sharpay's Fabulous Adventure",2011,4.7,0.6,90
"Home Alone 3",1997,4.5,0.29,102
"3 Men and a Little Lady",1990,5.4,0.38,104
"Beauty and the Beast: The Enchanted Christmas",1997,6.1,0.13,72
"Tiger Cruise",2005,6.2,0.6,88
"Stitch! The Movie",2003,6.2,0.2,60
"Babes in Toyland",1961,6.3,0.36,106
"Tall Tale",1995,5.9,0.5,96
"G-Force",2009,5.1,0.22,88
"Snow Dogs",2002,5.2,0.25,99
"Dr. Dolittle 2",2001,4.7,0.42,87
"Camp Nowhere",1994,6.1,0.18,96
"Honey I Blew Up the Kid",1992,4.8,0.4,89
"One Magic Christmas",1985,6.5,0.47,89
"The Computer Wore Tennis Shoes",1969,6.1,0.5,91
"102 Dalmatians",2000,4.9,0.31,100
"The Santa Clause 3: The Escape Clause",2006,4.7,0.17,97
"Return from Witch Mountain",1978,5.9,0.5,95
"Prom",2011,5.4,0.36,104
"The Wild",2006,5.3,0.19,117
"Valiant",2005,5.5,0.32,76
"The Haunted Mansion",2003,5,0.14,99
"Jungle 2 Jungle",1997,5.2,0.19,105
"Hannah Montana & Miley Cyrus: Best of Both Worlds Concert",2008,2.4,0.73,74
"Tom and Huck",1995,5.5,0.25,97
"Young Black Stallion",2003,5.6,0.45,50
"Pocahontas II: Journey to a New World",1998,4.9,0.29,72
"Cheetah",1989,6,0.5,83
"The Fox and the Hound 2",2006,5.3,0.2,69
"Honey, We Shrunk Ourselves",1997,5,0.25,74
"The Jungle Book 2",2003,5.4,0.19,72
"I'll Be Home for Christmas",1998,5.5,0.23,86
"Confessions of a Teenage Drama Queen",2004,4.6,0.14,89
"The Shaggy D.A.",1976,5.9,0.5,91
